step,train_loss,probe_loss,grad_norm,lr
0,43.681583404541016,40.148399353027344,8.294837951660156,0.003
1,39.857295989990234,37.11739730834961,9.443979263305664,0.003
2,35.07181930541992,33.08268356323242,10.758322715759277,0.003
3,28.669044494628906,28.216670989990234,12.244851112365723,0.003
4,22.837186813354492,23.527385711669922,11.054545402526855,0.003
5,17.767545700073242,19.84999656677246,11.342516899108887,0.003
6,14.887059211730957,17.32154083251953,10.086464881896973,0.003
7,12.561256408691406,15.440465927124023,10.17738151550293,0.003
8,10.660682678222656,14.338134765625,6.967385768890381,0.003
9,9.41686725616455,13.680778503417969,7.113027095794678,0.003
10,9.088132858276367,13.026472091674805,8.593974113464355,0.003
11,8.448780059814453,12.433781623840332,8.00448226928711,0.003
12,7.728582859039307,11.989591598510742,6.112489223480225,0.003
13,7.35730504989624,11.627267837524414,6.126565933227539,0.003
14,6.601910591125488,11.295156478881836,6.210704326629639,0.003
15,6.4078192710876465,11.022866249084473,4.888521671295166,0.003
16,5.928740501403809,10.799161911010742,4.4944915771484375,0.003
17,5.9504570960998535,10.618861198425293,4.1649169921875,0.003
18,5.59513521194458,10.476923942565918,4.02364444732666,0.003
19,5.25583028793335,10.356680870056152,3.999065637588501,0.003
20,5.60048246383667,10.26933765411377,3.7687151432037354,0.003
21,5.246880531311035,10.209877014160156,3.640331506729126,0.003
22,5.277926445007324,10.097634315490723,4.066756725311279,0.003
23,5.082455635070801,9.895989418029785,4.595930576324463,0.003
24,4.760727405548096,9.691807746887207,3.469304084777832,0.003
25,4.6186699867248535,9.535313606262207,2.4690980911254883,0.003
26,4.517943382263184,9.400778770446777,2.6328024864196777,0.003
27,4.668869972229004,9.263903617858887,2.316196918487549,0.003
28,4.237894535064697,9.151782989501953,2.579688549041748,0.003
29,4.212643146514893,9.045951843261719,2.302471160888672,0.003
30,4.190352439880371,8.92116641998291,2.5880045890808105,0.003
31,4.013119220733643,8.779635429382324,2.6651194095611572,0.003
32,4.083078384399414,8.62973403930664,2.305269479751587,0.003
33,4.0224995613098145,8.484944343566895,2.1373374462127686,0.003
34,3.9843032360076904,8.358458518981934,1.8939255475997925,0.003
35,3.6888275146484375,8.275426864624023,1.2840722799301147,0.003
36,3.7829790115356445,8.23267936706543,1.0806703567504883,0.003
37,3.822957754135132,8.200105667114258,1.981979250907898,0.003
38,3.6265132427215576,8.173288345336914,1.5512241125106812,0.003
39,3.612804889678955,8.162041664123535,1.5203617811203003,0.003
40,3.4088780879974365,8.172714233398438,1.321232795715332,0.003
41,3.649404764175415,8.190451622009277,1.2983200550079346,0.003
42,3.733091115951538,8.181055068969727,1.5356385707855225,0.003
43,3.734344959259033,8.143556594848633,1.7621134519577026,0.003
44,3.605870246887207,8.113945960998535,1.2589211463928223,0.003
45,3.5126986503601074,8.102238655090332,0.939041256904602,0.003
46,3.3771989345550537,8.100309371948242,1.303895115852356,0.003
47,3.456434726715088,8.099010467529297,1.4696457386016846,0.003
48,3.5157203674316406,8.077709197998047,1.1257531642913818,0.003
49,3.515009641647339,8.045736312866211,0.8791930079460144,0.003
50,3.393134117126465,8.017623901367188,0.9106074571609497,0.003
51,3.2969279289245605,7.990813732147217,0.8701493144035339,0.003
52,3.2789227962493896,7.9626545906066895,1.0525212287902832,0.003
53,3.3364453315734863,7.938601970672607,0.9745877385139465,0.003
54,3.204796075820923,7.928891658782959,0.7505811452865601,0.003
55,3.3762946128845215,7.926625728607178,0.6458882689476013,0.003
56,3.373868465423584,7.923638820648193,0.860581636428833,0.003
57,3.6008498668670654,7.890755653381348,1.2062809467315674,0.003
58,3.602407693862915,7.840898036956787,1.0459643602371216,0.003
59,3.2903499603271484,7.808356285095215,0.8637703657150269,0.003
60,3.27925443649292,7.788193225860596,0.76510089635849,0.003
61,3.321678400039673,7.771183967590332,1.0694090127944946,0.003
62,3.4549553394317627,7.742771625518799,0.703204870223999,0.003
63,3.378411293029785,7.726449966430664,0.6110138893127441,0.003
64,3.220515489578247,7.719300270080566,0.5992144346237183,0.003
65,3.338402271270752,7.714601039886475,0.5655339360237122,0.003
66,3.273106575012207,7.707783222198486,0.6766303181648254,0.003
67,3.3005974292755127,7.696475505828857,1.1327629089355469,0.003
68,3.3532772064208984,7.683781147003174,0.8369768857955933,0.003
69,3.127190113067627,7.682620048522949,0.457477331161499,0.003
70,3.139310836791992,7.686349868774414,0.9500945210456848,0.003
71,3.2306325435638428,7.690023422241211,1.0474326610565186,0.003
72,3.215407371520996,7.700560569763184,0.7511258125305176,0.003
73,3.4530341625213623,7.692895889282227,0.6163283586502075,0.003
74,3.157790184020996,7.691864013671875,0.6303491592407227,0.003
75,3.1937365531921387,7.694849014282227,0.4380224645137787,0.003
76,3.1679580211639404,7.6982011795043945,0.619702160358429,0.003
77,3.19766902923584,7.699808597564697,0.6757246851921082,0.003
78,3.1618363857269287,7.699748992919922,0.6332182288169861,0.003
79,3.1524064540863037,7.701330661773682,0.5431718230247498,0.003
80,3.437295913696289,7.662137508392334,0.571432888507843,0.003
81,3.1800060272216797,7.622989177703857,0.573252260684967,0.003
82,3.0345711708068848,7.591924667358398,0.7779631614685059,0.003
83,3.2012269496917725,7.5568437576293945,0.5519885420799255,0.003
84,3.0971438884735107,7.533364295959473,0.5796724557876587,0.003
85,3.075824022293091,7.519123554229736,0.6205412149429321,0.003
86,3.1373956203460693,7.507138729095459,0.5601363182067871,0.003
87,3.002781391143799,7.500970840454102,0.7173746228218079,0.003
88,3.3205902576446533,7.491343021392822,0.9254748821258545,0.003
89,3.182504653930664,7.482413291931152,0.9099429845809937,0.003
90,3.1340630054473877,7.474186420440674,0.9557723999023438,0.003
91,3.2097063064575195,7.473881721496582,0.6747692823410034,0.003
92,3.070747137069702,7.488166332244873,0.4103005528450012,0.003
93,3.1106817722320557,7.510478496551514,0.7748826146125793,0.003
94,3.349242687225342,7.5016632080078125,1.318261981010437,0.003
95,3.033201217651367,7.504582405090332,1.0268336534500122,0.003
96,3.0623762607574463,7.5212483406066895,0.4918808341026306,0.003
97,3.097510814666748,7.536773204803467,0.6696226000785828,0.003
98,3.135590076446533,7.539147853851318,0.9688382744789124,0.003
99,3.1863908767700195,7.518388271331787,0.42834800481796265,0.003
100,3.1847193241119385,7.498730182647705,0.614107072353363,0.003
101,3.057877779006958,7.489342212677002,0.40465831756591797,0.003
102,3.223604440689087,7.467435359954834,0.5658254623413086,0.003
103,3.1408169269561768,7.444293022155762,1.1664179563522339,0.003
104,3.0692358016967773,7.4301371574401855,0.6615488529205322,0.003
105,3.086204767227173,7.4243597984313965,0.6499792337417603,0.003
106,3.100771903991699,7.416296482086182,0.8163926005363464,0.003
107,3.2793710231781006,7.405378818511963,0.9528831839561462,0.003
108,3.2786800861358643,7.374239444732666,0.6730523109436035,0.003
109,3.0554206371307373,7.35529899597168,0.6883621215820312,0.003
110,3.153043746948242,7.341322898864746,0.5968706607818604,0.003
111,3.0531039237976074,7.341309547424316,0.6113013625144958,0.003
112,3.1049742698669434,7.352182865142822,0.6821162700653076,0.003
113,3.126688241958618,7.373650550842285,0.5703909993171692,0.003
114,3.0116348266601562,7.400493144989014,0.8147745728492737,0.003
115,3.232541084289551,7.40407657623291,0.481838196516037,0.003
116,2.994755506515503,7.40883731842041,0.565322995185852,0.003
117,2.9905762672424316,7.409088611602783,0.6190366744995117,0.003
118,3.071816921234131,7.401144027709961,0.6146532893180847,0.003
119,3.0904786586761475,7.385509490966797,0.5931707620620728,0.003
120,3.0697081089019775,7.371405601501465,0.49061134457588196,0.003
121,3.0683939456939697,7.359371185302734,0.5991795063018799,0.003
122,2.9512555599212646,7.355439186096191,0.5022922158241272,0.003
123,3.021489143371582,7.3524580001831055,0.7247632741928101,0.003
124,3.072237014770508,7.360742568969727,0.6143254637718201,0.003
125,3.013214111328125,7.384058475494385,0.46047741174697876,0.003
126,2.905860424041748,7.419224262237549,0.5980504751205444,0.003
127,3.0277016162872314,7.456736087799072,1.005625605583191,0.003
128,3.0191526412963867,7.490067005157471,0.741376519203186,0.003
129,3.1241910457611084,7.513705730438232,0.6380578875541687,0.003
130,3.091414213180542,7.532779216766357,0.5421985387802124,0.003
131,3.1159510612487793,7.540963172912598,0.6955727934837341,0.003
132,3.1318933963775635,7.545434474945068,0.501084566116333,0.003
133,2.9419021606445312,7.561657905578613,0.6196536421775818,0.003
134,2.902869939804077,7.588028907775879,0.6426243782043457,0.003
135,3.030472755432129,7.611869812011719,0.6089035272598267,0.003
136,2.9766845703125,7.634840965270996,0.5574494004249573,0.003
137,3.098560094833374,7.636717796325684,0.678242564201355,0.003
138,3.096065044403076,7.614016056060791,0.5363293886184692,0.003
139,3.002955913543701,7.5859055519104,0.9102776646614075,0.003
140,2.9286961555480957,7.562932014465332,0.7755563259124756,0.003
141,3.127068519592285,7.543943881988525,0.5676554441452026,0.003
142,2.9737884998321533,7.524484634399414,0.588905930519104,0.003
143,2.9806950092315674,7.503418445587158,1.0190902948379517,0.003
