step,train_loss,val_loss,train_acc,val_acc,weight_norm
0,0.010310024221612776,0.01030978561159472,0.012542517006802721,0.0076514346439957494,1.0011910072898993
10,0.010308913708368535,0.010308817897076002,0.012967687074829932,0.007863974495217854,1.0011724460684055
20,0.010307813093700552,0.010307859276613016,0.012967687074829932,0.007863974495217854,1.0011765263369234
30,0.010306719969847031,0.010306909750205762,0.012967687074829932,0.008076514346439958,1.0012030880849232
40,0.01030563647704068,0.010305968381701442,0.013605442176870748,0.008501594048884165,1.0012518912966093
50,0.01030456114387151,0.010305035037363944,0.013605442176870748,0.008501594048884165,1.0013226159509219
60,0.010303494237868614,0.010304110252137724,0.013818027210884353,0.008289054197662061,1.0014149420268004
70,0.010302434956444723,0.010303192287453302,0.013818027210884353,0.008289054197662061,1.0015287095137149
80,0.010301383433364385,0.010302283283088498,0.014243197278911565,0.00871413390010627,1.0016635983906048
90,0.010300338732275791,0.01030138176794606,0.014243197278911565,0.00871413390010627,1.0018192886364103
100,0.010299301923295293,0.010300486270928739,0.014243197278911565,0.009139213602550478,1.0019956202406013
110,0.01029827099995473,0.010299598263133786,0.014243197278911565,0.009564293304994687,1.0021924331926473
120,0.010297247834957718,0.01029871707588063,0.01488095238095238,0.009564293304994687,1.0024093274662234
130,0.010296231358187908,0.010297842040488704,0.015093537414965986,0.009564293304994687,1.002646223056064
140,0.010295220499528943,0.010296975296735828,0.015731292517006803,0.009564293304994687,1.0029027999411095
150,0.010294215927803546,0.010296112565066363,0.015731292517006803,0.009564293304994687,1.0031788181055643
160,0.01029321804430535,0.010295256921410924,0.01594387755102041,0.009564293304994687,1.0034741175388984
170,0.010292223906214386,0.010294407429616716,0.01636904761904762,0.009564293304994687,1.0037883782200516
180,0.010291237526466974,0.010293564223419852,0.017006802721088437,0.009564293304994687,1.0041213601332286
190,0.01029025515965588,0.010292726366667533,0.01721938775510204,0.009564293304994687,1.0044730632784296
200,0.010289279213542899,0.010291893725623651,0.01721938775510204,0.00977683315621679,1.0048430876293293
210,0.01028830835048259,0.010291066835232657,0.01721938775510204,0.00977683315621679,1.0052312731753974
